Cities,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
268,hamilton,75,BM,1521496500,59,32.3,-64.78,62.6,6.93
269,flinders,20,AU,1521496800,73,-34.58,150.85,69.8,14.99
270,riyadh,0,SA,1521496800,61,24.63,46.72,71.6,8.05
271,kupang,8,ID,1521498749,93,-10.16,123.6,83.15,4.41
272,turayf,0,SA,1521496800,31,31.68,38.65,64.4,16.11
273,pangody,32,RU,1521498750,69,65.85,74.49,-10.1,18.16
274,umm kaddadah,0,SD,1521498751,25,13.6,26.69,58.13,2.84
275,saint-augustin,90,FR,1521496800,93,44.83,-0.61,37.4,10.29
276,richards bay,100,ZA,1521498752,95,-28.77,32.06,72.08,7.65
277,bud,75,NO,1521496200,74,62.91,6.91,35.6,9.17
278,kaitangata,32,NZ,1521498753,83,-46.28,169.85,67.85,6.76
279,chapais,90,CA,1521497280,66,49.78,-74.86,10.4,10.29
280,mount gambier,88,AU,1521498737,54,-37.83,140.78,62.0,6.76
281,tazovskiy,68,RU,1521498754,86,67.47,78.7,-0.47,24.76
282,coahuayana,0,MX,1521498754,19,18.62,-100.35,85.67,2.17
283,den helder,90,NL,1521496500,86,52.96,4.76,39.2,2.24
284,redlands,75,US,1521496680,13,34.06,-117.19,77.0,3.36
285,tura,8,IN,1521498756,79,25.52,90.21,58.04,2.28
286,hirara,75,JP,1521496800,94,24.8,125.28,69.8,5.82
287,hounde,76,BF,1521498757,65,11.5,-3.52,80.9,4.63
288,nanortalik,92,GL,1521498757,92,60.14,-45.24,33.29,21.07
289,itaiba,64,BR,1521498758,48,-8.95,-37.42,82.79,9.78
290,magalia,75,US,1521496440,59,39.81,-121.58,62.6,5.82
291,kulotino,88,RU,1521498760,89,58.46,33.37,29.69,12.68
292,saint-pierre,90,FR,1521496800,72,48.95,4.24,33.8,14.99
293,dunedin,8,NZ,1521498761,61,-45.87,170.5,73.52,9.55
294,broome,44,GB,1521496560,74,52.47,1.45,37.4,13.87
295,grindavik,90,IS,1521496800,80,63.84,-22.43,39.2,12.75
296,yar-sale,12,RU,1521498763,49,66.83,70.83,-16.94,11.9
297,sao joao da barra,0,BR,1521496800,74,-21.64,-41.05,80.6,6.93
298,dalaba,88,GN,1521498764,83,10.69,-12.25,68.75,2.73
299,beloha,68,MG,1521498765,89,-25.17,45.06,72.17,3.74
300,smithers,75,CA,1521493200,60,54.78,-127.17,42.8,10.29
301,vestmannaeyjar,92,IS,1521498766,89,63.44,-20.27,41.57,12.57
302,mezen,48,RU,1521498766,70,65.85,44.24,1.25,5.75
303,aykhal,32,RU,1521498767,56,65.95,111.51,1.7,5.41
304,soe,80,EE,1521496200,92,57.91,26.05,30.2,13.87
305,westport,0,IE,1521498768,100,53.8,-9.52,31.04,6.31
306,novouzensk,80,RU,1521498768,86,50.46,48.14,15.38,7.65
307,yaan,24,NG,1521498769,76,7.38,8.57,79.46,12.68
308,marzuq,0,YE,1521498769,81,14.4,46.47,44.99,2.39
309,gorontalo,8,ID,1521498642,93,0.54,123.06,76.22,2.39
310,sawtell,8,AU,1521496800,78,-30.38,153.1,77.0,12.75
311,dareda,88,TZ,1521498771,96,-4.22,35.56,56.78,1.16
312,souillac,90,FR,1521496800,86,45.6,-0.6,37.4,12.75
313,werda,90,DE,1521496800,62,50.44,12.3,23.0,2.24
314,hoi an,40,VN,1521496800,94,15.88,108.33,73.4,2.24
315,quatre cocos,75,MU,1521496800,88,-20.21,57.76,78.8,5.82
316,denpasar,24,ID,1521498773,100,-8.65,115.22,73.34,1.16
317,harnosand,0,SE,1521496200,68,62.63,17.94,24.8,3.36
318,ciudad bolivar,0,VE,1521498774,34,8.12,-63.55,86.12,11.45
319,qaqortoq,20,GL,1521496200,42,60.72,-46.03,44.6,20.8
320,thompson,75,CA,1521493200,22,55.74,-97.86,19.4,6.93
321,eydhafushi,0,MV,1521498776,100,5.1,73.07,83.42,13.02
322,plettenberg bay,24,ZA,1521498776,100,-34.05,23.37,64.34,3.18
323,shakawe,20,BW,1521498777,89,-18.36,21.84,65.51,2.84
324,taoudenni,0,ML,1521498777,33,22.68,-3.98,60.92,7.99
325,victoria,75,BN,1521496800,94,5.28,115.24,78.8,1.12
326,jeremie,12,HT,1521498778,100,18.65,-74.12,76.04,4.18
327,rudsar,20,IR,1521496800,87,37.14,50.29,53.6,9.17
328,tiarei,75,PF,1521496800,66,-17.53,-149.33,86.0,5.82
329,jalu,0,LY,1521498780,33,29.03,21.55,56.42,3.29
330,axim,68,GH,1521498780,98,4.87,-2.24,82.52,11.68
331,mincivan,36,AZ,1521498781,66,39.03,46.72,42.11,2.17
332,bhindar,12,PK,1521496800,72,32.5,74.45,59.0,3.36
333,vung tau,20,VN,1521496800,94,10.35,107.08,78.8,6.93
334,kuragino,20,RU,1521498782,75,53.89,92.68,12.86,3.29
335,te anau,68,NZ,1521498783,81,-45.41,167.72,63.98,14.7
336,zheleznodorozhnyy,0,RU,1521496800,52,55.75,38.0,23.0,8.95
337,belmonte,0,PT,1521498784,83,40.36,-7.35,33.38,8.66
338,shenjiamen,100,CN,1521498785,100,29.96,122.3,47.51,20.29
339,sassandra,24,CI,1521498785,96,4.95,-6.09,80.81,11.45
340,chongwe,0,ZM,1521498785,88,-15.33,28.68,62.09,2.73
341,nemuro,0,JP,1521498786,100,43.32,145.57,25.55,18.95
342,sal rei,20,CV,1521496800,82,16.18,-22.92,68.0,19.46
343,roald,75,NO,1521496200,93,62.58,6.12,35.6,10.29
344,yulara,56,AU,1521496800,35,-25.24,130.99,69.8,11.41
345,atikokan,32,CA,1521498788,44,48.76,-91.62,25.28,3.85
346,tuatapere,88,NZ,1521498788,89,-46.13,167.69,64.97,12.57
347,ginir,100,ET,1521498789,72,7.14,40.71,64.52,1.72
348,shenkursk,12,RU,1521498789,69,62.11,42.91,7.1,2.51
349,tessalit,0,ML,1521498789,30,20.2,1.01,55.7,5.41
350,pozo colorado,76,PY,1521498790,85,-23.49,-58.8,79.28,8.88
351,camden,1,US,1521497700,28,39.94,-75.12,50.0,5.97
352,kiunga,48,PG,1521498792,85,-6.12,141.3,78.47,1.16
353,bartlesville,90,US,1521497700,70,36.75,-95.98,48.2,4.7
354,bambous virieux,75,MU,1521496800,88,-20.34,57.76,78.8,5.82
355,roebourne,0,AU,1521498794,25,-20.77,117.15,87.65,13.58
356,lagoa,20,PT,1521496800,87,37.14,-8.45,53.6,9.17
357,straumen,40,NO,1521496200,80,63.87,11.3,32.0,13.87
358,karatau,0,KZ,1521498797,81,43.18,70.46,32.93,2.28
359,ankazobe,20,MG,1521496800,93,-18.32,47.12,64.4,6.93
360,naica,0,MX,1521498798,17,27.86,-105.49,78.38,10.56
361,ratnagiri,0,IN,1521498798,100,16.98,73.3,78.2,9.22
362,saint george,75,GR,1521496200,81,39.45,22.34,51.8,6.93
363,baykit,0,RU,1521498799,79,61.68,96.39,25.28,10.0
364,clonmel,8,IE,1521498800,90,52.35,-7.7,30.05,6.98
365,codrington,12,AU,1521498800,93,-28.95,153.24,74.87,1.28
366,zhongshu,0,CN,1521498801,86,24.52,103.77,40.94,0.72
367,kontagora,0,NG,1521498801,67,10.4,5.47,76.85,2.84
368,moroni,0,US,1521498802,39,39.52,-111.59,35.9,3.18
369,auki,0,NG,1521498802,44,12.18,6.51,64.43,3.06
370,araouane,0,ML,1521498803,23,18.9,-3.53,61.91,4.41
371,carauari,20,BR,1521498803,73,-4.88,-66.9,83.87,4.85
372,renqiu,44,CN,1521498804,47,38.71,116.1,35.72,7.76
373,luau,24,CD,1521498804,94,-10.7,22.23,62.99,2.17
374,isangel,0,VU,1521498805,100,-19.55,169.27,80.54,4.74
375,kruisfontein,0,ZA,1521498805,98,-34.0,24.73,60.56,7.2
376,nizhniy kuranakh,88,RU,1521498806,87,58.84,125.49,20.15,6.08
377,la ronge,5,CA,1521496800,41,55.1,-105.3,24.8,6.93
378,shiyan,92,CN,1521498571,99,32.65,110.78,38.78,1.72
379,matipo,76,BR,1521498807,75,-20.28,-42.34,74.78,3.29
380,aasiaat,0,GL,1521498808,88,68.71,-52.87,14.75,1.61
381,thinadhoo,92,MV,1521498808,97,0.53,72.93,85.4,12.8
382,pepel,80,SL,1521498809,98,8.59,-13.06,79.19,10.22
383,tando jam,8,PK,1521498809,70,25.43,68.53,65.33,5.75
384,bambey,0,SN,1521493200,38,14.7,-16.45,87.8,4.7
385,tynda,0,RU,1521498810,59,55.15,124.74,11.78,3.18
386,srednekolymsk,44,RU,1521498810,76,67.46,153.71,-11.54,3.29
387,longyearbyen,20,NO,1521496200,54,78.22,15.63,1.4,14.99
388,aklavik,90,CA,1521493200,71,68.22,-135.01,6.8,8.05
389,fandriana,8,MG,1521498812,100,-20.24,47.38,57.32,2.95
390,sesheke,44,NA,1521498812,82,-17.47,24.29,66.95,3.29
391,ormara,0,PK,1521498813,88,25.21,64.64,71.09,6.42
392,bagru,20,IN,1521496800,43,26.81,75.54,69.8,6.76
393,yuzhno-kurilsk,8,RU,1521498814,100,44.03,145.86,23.48,20.85
394,lodja,92,CD,1521498815,98,-3.52,23.6,70.19,2.95
395,zhumadian,92,CN,1521498815,82,33.01,114.02,38.87,14.7
396,urengoy,56,RU,1521498816,90,65.96,78.37,-1.46,25.88
397,kourou,75,GF,1521496800,94,5.16,-52.64,77.0,3.36
398,porto belo,40,BR,1521496800,83,-27.15,-48.54,77.0,16.11
399,gostilitsy,90,RU,1521496800,86,59.75,29.62,32.0,8.95
400,faya,0,SA,1521496800,51,18.39,42.45,60.8,4.97
401,brownwood,1,US,1521497700,31,31.71,-98.99,71.6,17.22
402,champerico,75,MX,1521496200,28,16.38,-93.6,95.0,4.7
403,salinas,1,US,1521496500,37,36.67,-121.66,68.0,14.99
404,tofield,75,CA,1521496800,80,53.37,-112.67,30.2,9.17
405,zharkovskiy,8,RU,1521498820,84,55.85,32.27,22.94,13.02
406,ust-tsilma,36,RU,1521498821,73,65.44,52.15,-6.68,2.73
407,zhaodong,0,CN,1521496800,78,46.07,125.99,10.4,2.24
408,xuanhua,12,CN,1521498822,74,40.61,115.04,24.74,3.74
409,kudahuvadhoo,76,MV,1521498823,98,2.67,72.89,85.22,13.02
410,hastings,32,NZ,1521498823,100,-39.64,176.84,65.69,5.64
411,kahului,75,US,1521496560,73,20.89,-156.47,75.2,21.92
412,natal,20,BR,1521496800,74,-5.81,-35.21,82.4,8.05
413,sorland,76,NO,1521498825,100,67.67,12.69,36.17,14.7
414,locri,40,IT,1521496500,67,38.24,16.26,57.2,11.41
415,coquimbo,0,CL,1521496800,77,-29.95,-71.34,62.6,9.17
416,poya,8,NC,1521498827,96,-21.35,165.16,78.38,11.23
417,wencheng,92,CN,1521498827,100,27.79,120.09,49.94,1.5
418,terney,0,RU,1521498828,100,45.05,136.61,21.05,15.26
419,punta alta,90,AR,1521493200,88,-27.46,-55.82,66.2,9.17
420,sibolga,92,ID,1521498655,100,1.74,98.78,69.47,1.5
421,danilov,88,RU,1521498829,93,58.19,40.17,27.17,12.35
422,carutapera,92,BR,1521498829,83,-1.2,-46.02,80.72,8.21
423,basoko,92,CD,1521498830,100,1.23,23.61,68.93,3.74
424,namibe,80,AO,1521498830,100,-15.19,12.15,77.03,6.76
425,butembo,76,CD,1521498831,98,0.12,29.29,61.73,2.73
426,villarrica,76,CL,1521498831,93,-39.28,-72.23,49.85,2.62
427,paramonga,36,PE,1521498832,97,-10.68,-77.82,67.67,8.43
428,esso,48,RU,1521498832,81,55.93,158.7,8.99,3.62
429,belyy yar,68,RU,1521496800,85,53.6,91.39,24.8,2.24
430,zhigansk,32,RU,1521498833,75,66.77,123.37,-11.27,3.18
431,pangoa,20,PE,1521498834,94,-12.12,-73.0,69.92,1.05
432,imbituba,75,BR,1521496800,83,-28.24,-48.67,71.6,12.75
433,mirabad,0,IR,1521498835,81,28.27,61.33,34.64,4.41
434,nivala,80,FI,1521498836,90,63.93,24.96,22.31,8.21
435,hami,32,CN,1521498836,73,42.84,93.51,34.91,2.28
436,reconquista,32,AR,1521498837,57,-29.14,-59.64,68.75,9.78
437,newport,75,GB,1521496200,100,51.59,-3.0,35.6,18.34
438,kondoa,80,TZ,1521498838,98,-4.91,35.78,61.91,3.18
439,babayurt,0,RU,1521498838,87,43.6,46.78,40.67,2.95
440,angoram,32,PG,1521498838,82,-4.06,144.07,81.8,2.95
441,west bay,20,GB,1521496200,74,50.71,-2.76,33.8,13.87
442,kovdor,8,RU,1521498839,82,67.56,30.47,9.44,5.08
443,tocopilla,8,CL,1521498840,94,-22.09,-70.2,63.71,5.41
444,brae,0,GB,1521496200,100,60.4,-1.35,39.2,5.82
445,zhangye,0,CN,1521498841,69,38.94,100.46,23.3,3.74
446,alpena,1,US,1521497700,49,45.06,-83.43,26.6,10.29
447,derbent,0,RU,1521498842,77,42.06,48.29,42.92,1.72
448,dumas,0,IN,1521498843,98,21.09,72.71,78.83,7.43
449,morondava,80,MG,1521498843,100,-20.3,44.28,78.65,3.18
450,umm lajj,0,SA,1521498843,90,25.02,37.27,65.42,2.51
451,khandyga,36,RU,1521498845,68,62.65,135.58,-9.74,3.74
452,blackwater,75,GB,1521496200,74,51.33,-0.78,33.8,16.11
453,xining,0,CN,1521498845,41,36.62,101.77,11.96,3.18
454,ayia galini,40,GR,1521498000,62,35.1,24.68,60.8,6.93
455,kuminskiy,80,RU,1521498847,80,58.67,66.57,21.05,10.33
456,manakara,68,MG,1521498848,100,-22.14,48.01,75.68,3.51
457,boa vista,40,BR,1521496800,34,2.82,-60.67,95.0,5.82
458,sao luis de montes belos,8,BR,1521498850,94,-16.52,-50.37,70.91,1.39
459,saint-louis,90,CH,1521498000,86,47.59,7.56,32.0,8.05
460,rampura,56,IN,1521498851,72,24.47,75.44,69.38,9.78
461,preobrazheniye,0,RU,1521498852,41,42.9,133.91,15.92,5.08
462,novoagansk,12,RU,1521498852,70,61.94,76.66,6.74,13.24
463,porangatu,12,BR,1521498853,93,-13.44,-49.14,73.07,2.39
464,maniitsoq,0,GL,1521498853,70,65.42,-52.9,27.08,10.22
465,omsukchan,12,RU,1521498854,75,62.53,155.8,-13.25,3.62
466,orizari,92,BG,1521496800,99,42.66,25.95,32.0,11.41
467,amapa,20,HN,1521496800,66,15.09,-87.97,89.6,16.11
468,pampa,90,US,1521497700,49,35.54,-100.96,50.0,23.04
469,elk city,40,US,1521497700,50,35.41,-99.4,59.0,25.28
470,turbat,0,PK,1521498856,82,26.0,63.05,55.79,2.84
471,okha,56,RU,1521498856,97,53.59,142.95,11.42,16.82
472,jatai,0,IN,1521498857,60,28.97,76.18,60.11,4.97
473,lac du bonnet,92,CA,1521498857,75,50.25,-96.06,29.6,4.97
474,makakilo city,1,US,1521496620,61,21.35,-158.09,77.0,9.17
475,wamba,32,CD,1521498858,97,2.14,27.99,68.21,2.17
476,filingue,0,NE,1521498859,40,14.35,3.32,72.71,4.74
477,buraydah,5,SA,1521496800,33,26.33,43.97,75.2,5.82
478,harbour breton,88,CA,1521498860,100,47.48,-55.8,30.95,29.01
479,ekhabi,56,RU,1521498860,97,53.51,142.97,11.42,16.82
480,banjar,20,ID,1521498861,89,-7.37,108.54,71.0,2.39
481,sitka,76,US,1521498861,80,37.17,-99.65,42.65,19.28
482,opuwo,80,NA,1521498861,96,-18.06,13.84,62.63,3.51
483,galway,0,IE,1521496800,69,53.27,-9.05,33.8,5.82
484,saint simons,90,US,1521497460,93,31.14,-81.39,69.8,9.17
485,nanga eboko,12,CM,1521498863,81,4.68,12.37,73.88,8.32
486,abu samrah,12,SY,1521498863,52,35.3,37.18,54.71,6.53
487,juneau,90,US,1521497160,93,58.3,-134.42,41.0,8.05
488,anbu,20,CN,1521496800,93,23.45,116.68,64.4,4.47
489,pangnirtung,75,CA,1521496800,92,66.15,-65.72,5.0,3.36
490,zhuhai,0,CN,1521496800,83,40.71,112.04,32.0,6.71
491,chumikan,0,RU,1521498866,49,54.72,135.31,12.41,9.44
492,virginia beach,90,US,1521498000,76,36.85,-75.98,59.0,8.05
493,mareeba,40,AU,1521496800,78,-16.99,145.42,80.6,9.17
494,mandera,0,ET,1521498867,37,3.94,41.86,81.26,7.65
495,hearst,0,CA,1521498868,51,49.69,-83.67,4.94,5.41
496,svetlaya,0,RU,1521498868,100,46.54,138.33,20.15,12.35
497,adrar,0,DZ,1521496800,35,27.87,-0.29,71.6,5.82
498,rockport,1,US,1521497700,16,28.02,-97.05,87.8,12.75
499,jaunpur,0,IN,1521498870,57,25.75,82.69,64.88,4.41
500,gangapur,0,IN,1521498871,73,19.7,75.01,68.12,2.73
501,laguna,5,MX,1521496020,26,27.52,-110.01,80.6,16.11
502,dourbali,0,TD,1521498871,50,11.81,15.86,70.55,3.96
503,porto empedocle,36,IT,1521498872,77,37.29,13.53,53.18,11.9
504,george town,75,MY,1521496800,94,5.42,100.33,80.6,2.24
505,alencon,90,FR,1521496800,69,48.43,0.08,35.6,14.99
506,muisne,100,EC,1521498874,80,0.61,-80.02,77.12,3.96
507,yuli,0,NG,1521498875,50,10.52,9.86,66.5,2.73
508,someshwar,0,IN,1521498875,55,29.78,79.6,40.4,3.62
509,lewistown,75,US,1521496500,43,40.39,-90.15,53.6,20.8
510,horsham,0,AU,1521498876,85,-36.71,142.2,61.82,11.45
511,ambikapur,0,IN,1521498877,65,23.12,83.2,55.79,2.51
512,sunderland,75,GB,1521496200,98,54.91,-1.38,39.2,6.93
513,miri,0,NG,1521498878,55,10.31,9.75,65.42,2.73
514,mahajanga,20,MG,1521493200,83,-15.72,46.32,80.6,6.93
515,luanda,75,AO,1521496800,83,-8.83,13.24,80.6,3.36
516,takoradi,48,GH,1521498879,97,4.89,-1.75,81.53,9.44
517,coffeyville,90,US,1521497100,87,37.04,-95.62,46.4,20.8
518,mehamn,75,NO,1521496200,85,71.03,27.85,23.0,5.82
519,prince rupert,90,CA,1521496800,87,54.32,-130.32,42.8,3.36
520,amalapuram,12,IN,1521498881,85,16.58,82.0,73.43,3.74
521,luwuk,36,ID,1521498881,99,-0.95,122.79,79.1,1.95
522,phan thiet,12,VN,1521498882,100,10.93,108.1,76.58,7.31
523,ena,92,JP,1521498882,100,35.45,137.41,47.87,2.73
524,zhoucheng,100,CN,1521498883,100,31.35,119.33,42.92,9.66
525,luganville,76,VU,1521498883,99,-15.51,167.18,83.24,5.75
526,marietta,90,US,1521497280,93,33.95,-84.55,68.0,8.05
527,evensk,0,RU,1521498884,100,61.92,159.24,3.95,6.87
528,wuwei,0,CN,1521498884,59,37.93,102.64,18.62,2.73
529,ananas,92,HT,1521498885,96,19.25,-71.96,68.66,2.95
530,dondo,20,MZ,1521496800,83,-19.62,34.74,78.8,3.96
531,olinda,40,EC,1521493200,58,-2.03,-79.75,87.8,3.36
532,mananjary,100,MG,1521498886,99,-19.16,46.8,64.07,4.74
533,ketchikan,90,US,1521496560,75,55.34,-131.65,44.6,9.17
534,peniche,20,PT,1521496800,66,39.36,-9.38,50.0,13.87
535,maxixe,0,MZ,1521498887,100,-23.86,35.35,73.61,3.62
536,caiaponia,8,BR,1521498888,94,-16.96,-51.81,71.72,2.73
537,los llanos de aridane,32,ES,1521496800,72,28.66,-17.92,66.2,19.46
538,flin flon,75,CA,1521496800,37,54.77,-101.88,21.2,5.82
539,martapura,108,ID,1521498889,100,-3.41,114.85,76.85,5.64
540,puerto del rosario,20,ES,1521496800,72,28.5,-13.86,64.4,16.11
